comments,likes
"Hey! Can you let me some of the additional course I can take it along with this be it Google professional certificate course or any other courses. I am new here, I don't know where to get started with and more I know it all depends upon my interest but I really need your opinion because I'm so confused on which one to take!",1
Great info.,1
I have experience in Power BI and I plan on doing this cert and then getting certified in Tableau. I am excited about this opportunity and I appreciate you taking the time to review the course.,23
"Sir, what is the maximum age limit a person can get job in Google after completion of this course?",1
Good video! At the moment I'm a Finance & Control student. I see that managing data / data visualization is increasingly part of the controller's job responsibilities. I also find it interesting. Do you think this could be a good addition to my CV?,66
New to the channel currently a dispatcher looking to switch to data analysis and business management...whats your honest opinion?,0
It’s in R :(,0
"Hey Luke, any recommendations on data engineering courses.
Everywhere its all about data science couldn't find dedicated data engineering learning platform.
Thanks in advance.",0
"Great video I've subscribed to, but I think if this course is suitable for a graduated mechanical engineer like me 😁also how I can know if this cert helps me to get a job in my country?",0
"Many thanks for this useful video, I really appreciate for your efforts  bring us forward to a competitive job market wich needs some sorts of requirements and skills.",0
Google Data Analyst = a professional-sounding title for rummaging through people's personal and sensitive information.,0
"Subscribed
Luke",0
"Do a majority of these jobs allow you to work from home?

I’m really looking to transition into a career that allows me to work from home without having to find a needle in a haystack employer",0
"Is this course relevant and advantageous for someone who is a school dropout for over a decade but very keen to learn, though does not have any background in tech but is very analytical. Will it help such an individual land a job with this certification without having any degree? Sincerely hoping for a response.",0
@ 8:44 is it just me or did he pronounce it funny,0
"There is a video debunking the benefits of this Google Cert.  There is a website dedicated to Google Projects that were retired. One of them was the G-Suite Cert.  I passed it 2017 and a year later got retired.  Google loves to hype their products and rarely follow through.  Voice was suppose to be integrated into Hangouts, then no to keep them separate, now removing Voice from Hangouts.  You get a Coursera Cert not a GOOGLE cert.  Google licensed their brand.  Also at the bottom of the Coursera cert states how this is not equivalent to any college classes.  While touting its on par with college courses.",0
"Wow, thank you so so much!",1
i want this as my new hobby😳.I do python but more on automation.,0
For those who didn't knew they arrange Live Webinars so you can ask your doubts.,0
Reskill really. Are things changing fast?,0
"Great and informative video.
I've passed  the Google fundamentals of digital marketing certificate. Now I would do something bigger and I choosed the data analytics certificate from Google .
I'm justing getting started few days ago.
I'm 17 years old and I also have learned myself python and Java. I built an app and some websites with backend.
I choosed this course to hop more in IT do you think that I would get a part time job in IT maybe in the data analyst field ?",2
I'm starting with Python as a beginner from administration to programming,2
Is $39 the whole payment for the 6 months course for google data analyst certificate?,0
But it's only for hours not a month or years and it's free but not good for cv,0
"I work for a B School (8+ yrs) in Public Relations department (content writing, accreditations, placement work etc.) with no experience in data analysis. But I am always interested in working with data to notice patterns that can help in taking actions. Should I take up this course or should I try to switch into analyst jobs?",0
Is this free?,0
should i try this? im almost finishing my degree in statistics,0
"I’m struggling to attain a job with my Public Policy degree in this COVID-19 era despite having a decent CGPA and I’m hoping that by joining this course, it would at least boost my employability in the government sector in Singapore or set a good foundation for an alternate career path in digital areas. Great content by the way!",17
"Thank you sirr ! 
But plz make a vedio on which programming language to start , where to learn , where to start doing project , how to search for jobs , how to get into IT jobs who is from non computer science background . Plz I am requesting you from India nd plz I want to learn coding , nd do the things to get jobs. Sir , plz help us with this , lots of  people out there like searching for the job but before that where to start,what to do . Plz tell us.",0
Good for IT anthusiasts,0
"please, i want to verify my id to got a certificate but my passport unexpired. what should i do ?",0
"Dear Sergio

i want would like to say to myself would be that I could have devoted a little more attention to studying in 2018 in order to be able to self-improve",0
"Data Analyst here with a degree in an unrelated field.  I got into it through self-study of SQL, Python, ML, and Google Analytics.  I also got certified with the DA-100 and the retired MCSA's for Power BI.  Planning on getting this one as well to help boost my background.  I got my first job on complete luck (long story here) but I'm glad something like this is out there.",319
"This is bogus.  No employer, with the possible exception of google, will hire you for that position without a degree period.  When they announced the course was ready I looked into it.  First I spent a few days just trying to find advertisements for data analysts.  They don't advertise those positions in the usual places but eventually I found them.  I contacted 12 random employers and asked if they would hire someone who did not have a degree but had this certificate for an entry level data analytics position.  The answer from all 12 was a flat and resounding ""NO!""   I did not contact google or coursera to ask them due to the fact that neither has a physical presence in my state.  This is just coursera trying to get people to sign up for their web site so they can make money.  In a few months, however long it takes for people to complete this, there are going to be a lot of very disappointed certificate holders who don't have a degree or a job.",1
"I've been working in Desktop / Helpdesk Level 2 Support going on for 10 yrs now and I'm really looking for a change in work, salary, and overall career; however, I wish to remain in IT.  My director spoke to me about becoming a DBA and I have been heavily thinking about this.   I've already been learning a bit on my own through youtube videos and I believe this is the path for me.  I initially wanted to do Network Admin work, but I think the market is saturated enough with those.

Great vid!",2
"Hey I am currently an Agriculture student 
Do I need this for my line?",1
"Great video. One question: 6 months it's just the estimated time, right? Could I finish it in 2 months and make the course cheaper? Considering I have a lot of free time 😁",2
I got a marketing degree but thinking of doing this,0
How long you finish all course?,0
"Hey luke, I live in Australia and do you think doing the course will offer as many job oppurtunities as there are available US since it may differ because of where I live and since I'm in my last year of highschool do you think it would be better to do this and try for a job skipping uni or doing the courses and uni at the same time to get a job",1
This is a great video! Thank you!,1
"Great review 
Can you compare this course with the data analyst path of LinkedIn or pleased  tell me berifly what is the best for someone who don't have previous experience
Many thanks ❤️",0
what maximum age for someone to pursue this career?,0
Thank you Luke for sharing this wonderful useful message!!,1
I have a CIS degree out of college anyone have recommendations on what job I should apply to start out with been a year a lot of the ones I’ve seen all require so much experience and knowledge I don’t have yet,0
What if a person does not know how to program using R programming. Will it be easy for them.,0
Very useful video,0
great effort to slowly move away from obsolete education system that eats up young generations money and time,0
The last 2 courses of the  professional courses are showing coming soon to my Country India. 😒,0
"Crazy that they charge $100 CAD in Canada, only $40 in US 🙄",0
What if u have failed in interview in ibm or google after doing this course? No other companies will consider this right?,0
Google analysis 2021 (YouTube),1
"Want to enrolled myself in this course, many university calling me for admission there. So what should i do ?? Will i go for this google link course or go for some other university ?",0
"Thank you Luke, very helpful. You inspired me to enroll in the course.",1
PLEASE HELP ME... Every company wants people with 1 or more than 1 year of experience so is it possible to become a data analyst without any previous experience? I mean if i get this google certificate but without any industrial experience.. how can i apply for a job if the criteria demands industry experience..??,0
Thank you for this video! Just curious to know how you got the list of companies that accept this certificate?,2
Can i join know ? @luke barousse,0
How to get it free??,0
What goes well as a major with data analytics (marketing economics or finance) would really appreciate opinions...,0
"Hi,
What course do you suggest for someone who is already working in some Data Analyst capacity and want to move up to Data Scientist Role?
Thanks.",0
Sir i don't have any degree 🎓 so after done this course do....is there any chance of job for myself,0
"I'm not sure if this is something you can help with? In Course 1 Week 4 It has a couple of sessions on QwikLabs the problem is both the video and the ""step by step"" are wrong? i.e. it says ""click on the link"" and the link isn't there etc. If you could figure this mystery out and post a walkthrough video it would be appreciated by me and all the other students.",0
"Thank you tonnes!! I got a new job as Business Analyst instead of Data analyst because I had no experience of working with these visualisation tools.
And I really wanted to upgrade my skills to switch the current job from business analyst to data analyst.
Again thankyouu! MUCH NEEDED",0
It says 10 hours per week 😎,0
"lol
You'll never get hired doing this.
Would you like fries with that?
Yes I would, thank you.",0
"Im personally from a pharmaceutical science background, but i do an interest in this... but i was thinking in terms of practicality... is it worth? I feel its totally unrelated to what im doing. Well pharmaceutical science does have its fair share of statistics involved. But honestly my reasoning behind it is to learn a new skill is to be able to start a business of my own, will it be viable for me to learn this skill? Open to any and all opinion thanks :)",0
Sir im pursuing bsc maths. I like to learn data science. Whether master degree is important?,1
"can this course help a 3rd year dropout like me get a job? i do know some basics of programming, that's it.
P.S.: dropped out of college because of some financial problems last year.",2
what are the opportunities available at google for international students who are already following data analysis bachelor degree ?,0
Bullshit. This should be free and on-demand,0
can you review data engineering certification on coursera from google?,0
"Hi Luke, I'm a finalist of a informatic management degree. I learned some python sql and currently power bi. Do you think this course might be worth for me?",2
can people from india purse it and get jobs?,0
"Thanks for the video ,👍is it really helpful? Is there any course  from Google for  learning German language's..If yes pl make a video on it.. Love from India ,♥️🇮🇳",0
soo like every month it will charge 39 dollars??,0
"How about another fields Im from IT fields affraid talent from another fields non IT Will join in IT fields too which is another fields are important too example mechanical/electrical/Civil,etc imagine building and transportation,bridge Will collapse because SeLfTaUgHt EnjiNeR talent Will fill that fields  😂

I hope another fields is more concern about these not all about IT like coding and coding because in these world another fields are important too if you have experience money Will come to you",0
"Hi everybody, I have done the fist year of Master of math I have done the data analyst professional certification by IBM, I have done the IBM data science professional certification. Do you think you certification is something useful to complete my knowledge? I really don't know what to do to be job ready. Do you think that's a good way?",0
Thanks Google!! ❤️,0
"Hello Luke... it's really sounds good useful though I somewhere inclined towards Coursera ...
But I have little query on it ...
Why Coursera payment facilities include only certain banks card ... Others are not accessible ... Is anyone facing the same if yes plz comment about its solution. Thanks in advance...
Hey luke you really guide well and no doubt it is the best platform...",0
At 38 age can someone restart career and move into IT?  The I am very poor in calculations and mathematics but I do enjoy some basic reasoning and liked creating website through php,0
Does this actually help you get a job in data analytics or science without a master's degree? Would love to get in touch with someone who has done this.,1
I am very weak in coding .Also I hate coding . I have the knowledge of SQL . I like mathematics . Currently I am working in a support project in a service based company. Should  I go for data analyst???,0
Great Course.,1
"what about ""IBM Data Analyst Professional Certificate"" ?",0
1:54 per week*,0
"I am currently doing an undergrad in Business and am interested in finance. Do you think this certificate would supplement it in any way? Also would it open up any new opportunities? Would love to know your opinion. Since it just requires 10 hours a week which is not a lot, I can easily do it along with my degree.",1
English writing and reading is important ? For google analys,0
Hi Luke!! So fun to meet another data creator here. I love how you really take the time to go into each of these course recommendations and thinking of the course with respect to pros and cons to your audience! What a great approach!,114
"Looove the vids.. 
How to register my friend 🪂?",0
Good but there are not enough entry level  job opportunities in data analytics,0
"I agree with you. Google courses in Coursera is a bit dry and slow.  To certain extent, boring to listen to.",0
is the certificate free upon completion?,0
Sir IBM data science or Google data analyst on Coursera which is better pls reply🙏,0
I have a social sciences degree and working as a inside sales executive. Wanted to move to new industry. Will this certificate help me?,0
I have a question. So I just got the Macbook pro M1 and I've just enrolled for this program. Having said that. Is the MacBook a compatible system for a Data Analyst? Thanks.,0
"Constant forced learning, is that the future indian hindu ceo H1b visa wants?  Wow this is why we can’t have indians coming into our country, they change it for the worse",1
So in future Self Education matters😇,1
must necessarily be Microsoft Excel or any open source or free spreadsheet will do?,0
"As someone who studied mathematical statistics, this genuinely pisses me off.  :)",0
"Well! I'm planning to shift my career into IT, so would it be helpful for me to get an entry level job?",5
Fee?,0
I'm about to graduate with a Data Science BSc but I have no job experience. Do you think this cert could help me stand out from other applicants with the same degree?,0
"At 1:55, it says 10 hours per day. But should be 10hours/week.",0
Hi,0
So this is a good time to get in IT?,0
R. In your face!,0
"I have a question sir, I enrolled on it, do you need to pay for it by course ? and do I get the certificate after completing all the 8 courses ? Thank you sir",1
What about people living in india??,0
"I'm doing my M.Tech in Data Analytics in a popular University in India , as fee i paid one lakh per year !",0
"Hey hi luke, that's very useful info. and also looks interesting skillset for upgrade. currently m working as research analyst in financial firm, but i m not aware of any of tools you mentioned neither worked with such as ex. python, r, Tableau etc. am i still eligible for the course?",2
"Hey Luke, new to the channel, amazing content !! Can you make a video about your career path ?",58
I will check it out. Am good with Excel and Tabuleau but python am not good at. So happy the focus is not on python. I find it difficult to learn python and Java.,0
"The loutish psychiatrist spindly cry because bone metabolically concern of a rich feeling. true, tiresome fireman",0
The fact that it is taught by US tech giant Google means that the educational material and certificate would be well regarded and recognised.,0
"His watch is pretty huge, isn't it?",0
"hot take: I would also prefer python and power bi and I also learned R first!! While it is excellent for research, for building pipelines in industry python i think is better :)",7
"Great video!  Traditional universities are great for those going into graduate level work, hard science, law, medical school, hardware engineering, and high end accounting/finance/economics.  

The rest is overrated (Sociology BA) and far overpriced.  These Google programs seem to be a better deal for those looking for a job with a future than waisting $60k to $80k on a Sociology BA and never use it.  Assuming that those companies will hire those with the Google certification.",0
"Hi! I follow you from Mexico. Question, If not this then what online certificate would ypu recommend (at the same price range)?",1
"Do you think it’s a good idea to start this course while working at a restaurant 9h per day roughly?
I’m interested in studying more but the long timeframe required for this course puts me off :/",0
"Knowing excel, sql, or just a surface of R doesn’t mean you are going to get a job as data scientist. As a mathematician I want o warm everyone, go get a real degree.",0
Is it free ?,0
"I got a question about whether Google's course or IBM's course on data analytics, which one to prefer. It would be really helpful if you can provide any guidance over this.",6
Hi .I am 37 years housewife with master of technology in power electronics. Now think to do job.can I start new career in data science,1
Does it charge for certification ? $$$,0
"These online certs are really awesome, I find that the skills I've learned from doing my Cisco CCNA, Cisco CyberOps, Cisco DevNet, Google IT cert as well is more engaging than anything I've learned as a CS student at University. I'm only 18, so I'm a little all over the place, but I really want to get into Data Science/Analysis.",18
"can a commerce (i am a bba student 
) student apply for this and get eligible for analytics job ? or just the cs students ?",0
Thank you,0
Is every sentence you speak a question? Or why do you have a rising inflection at the end of each sentence?,0
"If I may ask guys, is this certificate free to do ?",0
I have enrolled and completed one course already and right away I got a course certificate. Will I get a dedicated professional certificate after completion of all courses or just a course certificate at the end of each course?,0
I want free 😂😂😂😂,1
Did he just call me a nerd?,0
Liked and subscribed for well organized video 👍👍👍,0
"Hello Sir, you said this course is for those who are currently working in the same or different field but what about students? I am an engineering student not so having a coding background and I don't know which field I should choose as a career or which language should I learn first?",0
HEY LUKE BRO WILL THIS END UP INTO A GETTING ME A JOB? DO U HAVE ANY IDEA FROM OTHER SOURCES ?😢,1
Thank you,0
"Very nice video indeed thankyou so much, Requesting you to please make video on some top certifications to transition the career as a data scientist and proper demarcation between data science certification and AI/ML
Thankyou",0
They should do the same but for cities. City degrees for creating intelligent cities,0
Fine comment 🦈,0
I'm currently doing B.Sc in Computer Science. So as a CS student should I enroll to this course?,1
"Hi, which tool is better for data analysis? Tableau or Power BI?",1
Bad move by computer professional. Why doing this in India why can't in developed countries?????!!!!!,0
"I'm from physics background, suppose i completed that course, is there any possibility that any of these companies will hire me?",6
Hello sir I’m from nepal 🇳🇵 and can I learn data analysis? And what should I do if not sir? Please let me know sir,0
I am a 2004 passed out graduate in computers. Not working .plz guide which online course is best for me to start career as fresher.,1
Where I can learn this,0
Experience is always more valuable than education.,1302
What's the cost of the course bro?,2
This is awesome ..I cant wait to start learning this,5
After got this any company can give mr a job or not,0
"Hello sir,
I am a student, I had a query, I am not earning right now so I am not able to afford it, I had a question that if I enroll for the individual courses under that program with Financial Aid, will I get the professional all in one certificate? Or 8 different certificates? 

Thanks
-ishir",0
are they gonnateach Excel over GoogleSheets?,0
"thank you 
from deepest part of my heart",75
Thank you,0
"Thanks Luke ,  Your massage is clear .....",3
Is this a paid course or free course?,0
You will certification after pay the money or without money,0
Can I do this from any country?,0
"I saw job post from Google itself for data analyst, there they have written 2 years exp, Proficiency in R and Python. But in the course they dont teach python. So, if they themselves don't want a candidate without python knowledge, then how they are selling there product saying python is not necessary",0
I don't like coding ....can we become data or business analysts without learning to code?Is there any other good certification from Google (or any other company) that doesn't involve learning coding skills,0
"will we get actual google data analytics professional certificate or just a course completion certificate??
also will I be eligible for the certificate if I join through financial aid???",0
"Hi Luke!
First of all thank you for bringing video on this certification. I was learning Data Science Concepts but being from non maths background I found some of the STATS Concepts difficult to understand so thinking to move to learning Data Analytics instead.
Is it possible to move to Data Science after working as Data Analyst for few years ?
Actually I am making longer term goals.",4
Lol makes millennials wonder the life of lies they lead for the past 20 plus years hhahaha,1
Is it useful in India?,0
why it is only R course but not python specifically ?,1
How valuable is a Google certificate for applying for a new job?,0
Thank you Luke.,2
would you recomend IBM or Google data analyst certificate ?,4
"The tidy nut metrically cheat because dinner cumulatively nod over a classy vessel. spiteful, first seed",0
Man most of the CEOs and CFOs are Indian 🙏🤙😃,0
thank,0
"""Doing something extracurricular"" is such a meme. After 5 years in workforce I never saw a single side project. Not one.",45
"Thank you, nice video. Where you say 10 hours per day, i believe it should be 10 hours per week. Also i feel like you end each sentence with a question mark.",1
"Hi Luke, I´m Angolan and i want to know, if ,as an international can i apply for this course on coursera? at the end , i do some test? to prove my skills? Thank´s for your time",0
"Is this course useful for a student pursuing under graduation.

Or is this useful to apply for any internships.",2
Can I complete this course in less than 6 months?,0
Does one need any elegibility before doing this course?,0
"can this course be run from a chromebook only, completely online? are the course fees the same in all countries? does this institution channel its graduates directly to companies that have collaborated to support them? terima kasih 🙏",0
There is a need of slow speed as online learning is still a new concept across globe. Moreover the accent issue can only be solved if presenter is speaking slow. Hope you understand not everyone on this earth has English Thier mother language.,2
"Great video, it was very informative, thanks! I applied for financial aid since I'm a college student. Hopefully the application is accepted and I can take the course for free. On another note, I feel like companies saying that they accept certificates in place of a college degree is a bit disingenuous. Perhaps I'm wrong, but I feel like unless you're a prodigy with some amazing side projects, companies won't bat an eye if you don't have some college degree. I highly doubt major corporations will take person A who has a Google Analytics certificate over person B who has a CS degree from a university - assuming all other variables are the same. Just my two cents...",3
"Hey, I enjoyed your video. I do the data and qualify for a non-profit organization, but the data is limited and there is so much I can do with it. I do have intermediate knowledge in excel and tableau, so this will help. Looking forward to starting the program.",1
I want it :),0
It's very very entry level. Barely covers SQL,0
what about maths? should you refresh some specific lessons ?,1
Thank you so much for very informative video. Very useful set of information.,1
I'm a developer. Can I go for it for a career change or job switch?? Your answer will be very helpful for me. Thanks in advance.,0
Is this available only to US residents ?,0
"showing an accurate and deep understanding; great perceptive. 💡

Muito obrigado for all the insightful information. 🤝",22
"My take on is this. There are exceptional people who can learn anything at a professional level. Computer science, engineering, math, architecture, you name it. These are the kind of people who can take these courses and be hired into a company a be a great asset for their team. However, there are other ""normal"" people who don't have that amazing intellect to learn everything. I am a software engineer, degree and all of that. I have 3 coworkers that took a certificate on the technology (crm tool) we  work with. They are math, history and law majors. They excel at working with the tool and delivering simple stories but whenever they encountered something related with service integration, code complexity, asynchronous problems or even simple SQL etc they require a lot of help. This sometimes causes other members to assign bandwidth to help them out there. College REALLY does train you to be a problem solver. IF you ever want to take a certification and work for a software company please make sure you don't become a liability to your team. Study the basics!",2
What will happen to indian education system? Many rich will become poor.,0
Doing courses from coursera can help getting me placed?,1
Google providing any free courses . please make one video for tha contant brother ☺️☺️☺️☺️😉,1
Mechatronics engineering future course ???????????????,0
"Sundar Pichai is our country, our state, our city, our town , and he is a indian,,",1
"Got a quick question.. im not so good at math.. ive heard you have to be good in math to know how to do analyze data and stuff, is it true? do i need algebra, calculus and etc?  or with basic math im able to accomplish this?",1
"I don't know anything about SQL
But I'm experienced in Excel and interested in studying IT related courses. Will this course helpful to me or do i need to study SQL first",0
0:03 sundar pichai தமிழன் டா,4
"Hi, I'm finishing my physics degree, but am considering applying for jobs in data science. I already have experience using machine learning, and advanced statistics with python. Would this course be valuable to me or would my time be better spent looking elsewhere?",1
After completion of the course... is there any interview or recruitment scheduled for people by google?,1
"Nice video, onecorrection It's 10 hours/ week*",0
"Thanks for the video, enrolled in this program for free😅 my company has this under free coursera courses.",20
I am Sr. Network Engineer is it good for me please Advise!!?,0
"in this course , they teach people how to uae tools, not how to analyse data.",1
It’s available for India citizens?,0
awesome...!!!!         Subscribed,8
i like the watch you are wearing..which brand is it,0
"Why do talk every sentence as a question?
It doesn't sound smart. 
Don't mind me saying. Saying with good intention.",4
"If you already have similar skills, I wouldn't say it's a complete waste of time --there are always things you can learn in courses like these.  I'm taking the certificate because employers don't take me seriously despite the fact that I have nearly 10 years of database development and metrics design (graduated in Humanities).  Sometimes it's just about resume padding.  And because I know most of the material already the courses are going by really, really fast.",0
Is this free of cost,0
"Has anyone started this course? If so, how’s it going?",1
Is there anything for artists in the world of tech. I do caricatures.,0
While payment process it's shown error..like Card doesn't support recurring payment....what can I do??,0
I'm from India. It is possible to do this course and share a link...,0
Why billionaire and huge company starting to disrupt University? I smell something here.,0
And the Google spy professional certificate?,0
Been an employee sucks 😂 but if u have no choice it’s better than been homeless. Yay the American  🇺🇸 dream!,0
Why don’t we have courses for start ups ?,0
"They’re not approving certs over degrees because anyone with a STEM degree will always outclass a single certification. These certifications tend to have online test banks posted by previous test takers. Perhaps at some point certs will evolve to a higher difficulty, be more difficult to cheat from, and a set of certs can be equivalent to a degree. But at this point, a certification will not add much value to a STEM degree. If you’ve got no other avenues and can’t prove your worth through projects or freelancing, get the cert.",0
"I work in Amazon and have been recently transferred to machine learning data associate in Amazon GO. As I’m a data associate now, I was hoping of getting some certification to improve my knowledge. I don’t have a tech background though. Should I go for it?",0
I work as Sales Executive and i want to move in similar industry as it has always been my first love... 🙃,42
"Is mathematics involved in learning data analysis ? HELP , IM BAD AT MATHS , is it necessary ?",0
You must be 18+ to do that ?,1
Is there any option from Bangladesh,0
Would this course help to get a job in India?,0
"I’m halfway through Course 4, and I’ve enjoyed it so far. I have a technical background (more hardware level, think A+ Certification). Some takeaways I have on this course is that the videos are a little dry, but select videos have a question or two that pop up through the video or at the end that pertains to the video content. I will say that it does seem like a very high-level overview of everything. I have learned a ton so far and will continue to finish the program. I have started looking at other courses on Udemy and YouTube to supplement my knowledge, especially since Courses 6-8 aren’t available yet (Tableau, R, and the Capstone Project).",37
"I think that you could still land a role even without this certification provided that you have many years of experience working, in general, to back it up. I wouldn't imagine they'd hire a high school kid with just this but someone who has a very diverse background to demonstrate that they are capable of learning more and very quickly.",41
"The cost is 14 USD per month for me. Idk why, it might be because my location.",0
What your recommendation. For experience 3+ SE trying to change career. Is it worthy?,0
"Hey Luke! Out of these 8 modules ,under last three modules i.e 6, 7 & 8 module its written ""no upcoming sessions available"". Should I still enroll for the Course?",1
I know what is data analysis 1% and actually I always wanted to know more about it . So should I take this one ? And is this available in India ?,1
"Great overview Luke. I agree, if you're looking to pivot or get into an entry-level position this makes perfect sense. I also wish they were teaching Python instead of R 😂. 

Keep up the great content, liked and subscribed!",1
"Digital marketing or data analyst
Just confused.",0
"Why R and not python. With Python, one could progress towards machine learning.",0
thanks for sharing!! How you create those animations?,1
"I don't really like Google platform. Gor me Microsoft is more easy to use. Especially their one drive, azure, excel.",0
is that good choice to jump from graphic designer career to data analyst ?,1
I am currently learning A-Level Maths in the UK - would I be ready to take on something like this or should I ideally be at Further Maths or first-year maths level knowledge?,9
If people will get entry-level jobs in respective fields then only I think it will be helpful otherwise will suggest to go for Spark on Databricks community edition which is totally free of cost and it needs only dedication nothing else.  :) Thought Google will be having great syllabus to compete in today's market but felt bad that they didn't provide this free of cost for such syllabus.,0
GIS data analysis for Leidos,0
"Any prerequisite programming language is required for this courses???? Like c,c++ and python .",0
"Hi Luke, I am an entrepreneur looking to just understand data science, do you think this course will be helpful? Don't need it for a placement but just to get an introduction into data science. Also, I have done mathematics at a basic level in high school and college, but not advanced mathematics, would that impact me in any way?",0
"I got a scholarship & ended up doin the IT support specialist courses, they are easy, interesting and truth to be told they can be done in 2 days. I believe they can be some introduction to the field but not 100% prepare you to work there. I'm about to finish my CS degree, so it comes as a plus, not a replacement for college",277
What do you think if a aspirant entrepreneur should take it or not since data can also do behavioural analysis!. Waiting for your reply,0
Here before 100k,0
Why it's not available in india,0
"there are 8 courses mention in data analytics, can i make separate payment on each of them?",0
"I ve been using Excel, quite good at it, did a bit of R(market segmentation and clustering, and I have a decent knowledge of stats) and studied SQL on my own( joins, views, triggers). With that being said, I'm quite disappointed in this course. 

First, SQL. They list a source of materials, which are free anyway, and therefore zero input from google. 
I also find it kind of unacceptable to start off SQL with a query, and not going first through the concepts of relations, keys or constraints. If I m given a list of free external sources(which are not enough, and aren't google materials, so they spent zero $ and zero time on them), what's the point of paying google? They spent so much time talking about how important data is, that I expected a similar approach with the rest of the topics. 
Second, tableau; same approach, zero guidance, zero input from google, just some free stuff I could have found myself. 
Hoping their assignments are worth the time and money. 

Not even sure the course is worth it, unless one is a pure beginner. With a little bit of exposure into this field, I m afraid it would actually hurt me, as I would be pictured as a pure beginner when I m not. Am I missing something?",0
Great video!,1
"Hello, im currently persuing IBM data science certificate course on coursera, is the google one better than IBM one? IBM data science focuses on python as a primary language which im fluent upon.",0
"Hey, I'm doing my bachelor's in statistics already. But it focus on theory only
So I'm looking to enhance my skill technically and want to know professional things.. so do you think I should go for it?",60
"Thanks for making this video Luke it helps me a lot. But please clarify one thing when it comes to recommendation what is your suggestion? ""IBM Data Analyst Professional Certificate"" or "" Google Data Analytics Professional Certificate""????",1
Hey I am a beginner.And I don't know any language.Is this for me?,1
"I can't speak on this google cert, but I have completed the Google IT Support along with A+ and Net+. I loved the Google over the A+ stuff as there is so much more hands-on and more engaging material. I believe the Google IT would carry a lot more weight if the course had a proctored final exam. To be honest, If I was a hiring manager I would take the person who completed the Google IT cert over a person who took the A+. Hands-on is better than power memorising any day of the week. As for as time, they suggest 6 months, I did it in 10 weeks as I was taking my A+ material. Fingers crossed they come out with some more of these Certs as they would be very beneficial as people re-skill post covid.",333
10 hours per day it goes to only 25 days to finished this course,1
Is VBA is important for Data analyst?,0
Is this course for fresher?,0
"I am 16 and interested in data analysis 
Should i take it?
How can i build on it?",0
I currently work in Education and if I wanted to make a career change would you suggest getting a degree or getting the google certificate?,2
How does this compare with IBM certification?,1
"there's another certificate from IBM, can you make a comparison?",9
"Great video! And you look so much like Kalle actually, don't know of was the only one to notice that.",19
Which language is best for data analytics? R or Python??,1
"Instead of teaching data analysis with R programming language, google should teach this with python as it is more user friendly and easily understable programming langauge. This is my viewpoint. I want to know what others think of it.",0
"Alooooooooooooooooohhaaa
Thank u for the info in the video... Much appreciated
U mentioned python do u have any suggestions of beginner training or resources to learn python
Please follow up
Mahalo ( thank u)
Keith",0
"at 7:40 you talk about video is being slow because you are pro that why for you its easy to say but for beginner its very important video to be slow so they can learn easy
for a newbie if video is to fast the beginner think the teacher knows all this and they showing off in front of us",0
"Hi Luke i want to learn data analysis, but I can't afford buying a modern computer, what are the minimum requirements for this area in ram and processor ?",2
Is there any stats on people getting jobs or switching careers thanks to these certification? Any insights on that and compensations would be much appreciated,18
I can't pay for that lol,0
"I'm going to be graduating with my degree in information systems in 10 weeks, would this be a waste for me to do? I took one class on data visualization only using python, but that is the only specific thing I have taken that directly relates to a Data Analyst role during my degree.",1
I have mechanical engineering background can I do this ? With zero knowledge of programming languages,0
R is the best but in my job they use Python too :'(,5
I use Jomavi which is built on R.. Is working on R compulsory?,0
Is it necessary to learn Tableau if someone has matplotlib/seaborn skills in his or her pocket ?,1
"Now that these certificates are available to everyone, they will have no value.",1
3 of the last course are not available.,0
man thanks for the honest review.... really appreciate it  🙌,9
"@Luke Barousse  hey, I worked in other field for 4 years can I get job with this?",0
"Hi Luke , I am a beginner in the field of data analytics , can you please suggest me a most suitable laptop for data analytics, I am searching lot of but still not decided , please share your expertise on this",0
"Can I do this as a side gig? I would like to keep my main job, but do data analysis on the side.",1
"Hey Luke, thank you for your video. I am taking the course, because I am pondering the idea of switching to data analysis. Apart from this course what would you recommand to build up some skills useful to enter the field? Do you have some nice online courses or materials? Thank you again, greetings from Italy.",5
"Thank u for ur efforts.

U mentioned that u prefer PoweBI while u r using Apple products. How do u use it while it’s not supported!",3
I work in healthcare but have been looking to get out of my current dead-end position.  I want to get into pharma research and hope something like this can help me progress into a better career path.,58
I'm basically python automation developer. I have interest in data analytics. I learnt Tableau and SQL already. Will this course/certificate help me to standout in the competition and make my career transition easier?,6
"It is priced at $15 (1021Inr) per month and I just enrolled it...if someone is subscribed coursera plus or going to do it then it is included in it .....Tableau is appealing however, power bi has good scope .....nice video",0
"I know nothing about data analysis. So this course might be good to me, right? I'm asking that because I already paid for it hahahaha",13
"Very helpful
Thanks",0
2k subscribers WOOHOOO,0
"I have two doubts. 

1. I am from India. Shall I study the course. Will it be useful to my career. I am an master degree holder. I am interested in data analytics. 

2. Is there hard copy of these certificate upon completion I can receive? If I need to pay,  how much will be the cost for this course. 

Kindly reply. Thank You.",0
"Great video, thanks! Could you also compare this course to IBM Data Analyst Professional Certificate?",8
"This is a good video, but I want to point out that coursera does have the auditing mode which allows learners to check the entire course for free but without the certifcate 😊 also, financial aids are available for those in need",240
